,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,hpl,year2,Good_seller
259,2008,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,60.09615384615385,4032064,0
260,2011,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,43.189596167008894,4044121,0
261,2005,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,67.23446893787575,4020025,0
262,2010,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,48.60614724803431,4040100,0
263,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,79.7724399494311,4068289,0
264,2018,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,68.3375104427736,4072324,0
265,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5,55.926544240400666,4064256,0
266,2018,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5,66.65832290362954,4072324,0
267,2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,72.45409015025041,4048144,0
268,2019,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5,61.56093489148581,4076361,0
269,2012,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5,65.22029372496662,4048144,0
270,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5,49.16422287390029,4052169,0
271,2009,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,65.91478696741855,4036081,0
272,2014,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5,57.35797399041752,4056196,0
273,2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,64.24965580541533,4048144,0
274,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7,40.8981555733761,4032064,0
275,2011,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5,53.713327745180216,4044121,0
276,2013,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5,82.08124652198109,4052169,0
277,2012,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4,60.09615384615385,4048144,0
278,2013,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,43.189596167008894,4052169,0
279,2005,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,67.23446893787575,4020025,0
280,2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,59.294871794871796,4064256,0
281,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,66.70838548185232,4064256,0
282,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,67.89352914180817,4060225,0
283,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,67.18436873747495,4052169,1
284,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,59.294871794871796,4072324,0
285,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,73.97831526271894,4064256,1
286,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,40.336808340016034,4052169,1
287,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,68.3375104427736,4076361,1
288,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,59.31149732620321,4068289,1
289,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,68.3375104427736,4072324,0
290,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,62.36930860033726,4068289,0
291,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,74.02835696413679,4076361,1
292,2012,162000,Diesel,Individual,Manual,Third Owner,18.9,1248,74.0,5,59.294871794871796,4048144,0
293,2015,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,59.294871794871796,4060225,0
294,2014,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,79.84829329962074,4056196,0
295,2012,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,71.15384615384615,4048144,0
296,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4064256,0
297,2018,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5,78.5571142284569,4072324,0
298,2017,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,59.31089743589743,4068289,0
299,2020,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5,51.5886287625418,4080400,0
300,2014,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,67.18436873747495,4056196,0
301,2016,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,64.24965580541533,4064256,0
302,2010,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,67.23446893787575,4040100,0
303,2018,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,70.05838198498748,4072324,0
304,2013,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,5,61.03678929765886,4052169,0
305,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5,52.67022696929239,4076361,0
306,2017,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,63.53868194842408,4068289,0
307,2010,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4040100,0
308,2015,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5,63.401785714285715,4060225,0
309,2015,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,40.336808340016034,4060225,0
310,2013,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5,49.19354838709677,4052169,0
311,2017,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,59.31089743589743,4068289,0
312,2008,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,40.8981555733761,4032064,0
313,2011,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5,43.189596167008894,4044121,0
314,2009,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,46.482412060301506,4036081,0
315,2013,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,59.294871794871796,4052169,0
316,2015,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5,59.27903871829105,4060225,0
317,2011,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5,43.87405886379192,4044121,0
318,2004,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,46.482412060301506,4016016,0
319,2016,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4064256,0
320,2015,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5,68.38763575605681,4060225,0
321,2015,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5,48.64188706218728,4060225,0
322,2012,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,63.345571363010556,4048144,0
323,2016,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,72.5752508361204,4064256,0
324,2014,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,67.17434869739479,4056196,0
325,2016,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,76.24135763670648,4064256,0
326,2019,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,68.3375104427736,4076361,0
327,2018,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,66.06141522029372,4072324,0
328,2015,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5,63.560171919770774,4060225,0
329,2012,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4048144,0
330,2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,24.61355529131986,4060225,0
331,2015,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,57.35797399041752,4060225,0
332,2015,50000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5,69.43191311612364,4060225,0
333,2020,2136,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,67.06706706706707,4080400,0
334,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,40.336808340016034,4060225,0
335,2017,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,59.294871794871796,4068289,0
336,2018,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5,74.2299794661191,4072324,0
337,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7,59.08653846153845,4064256,0
338,2017,60000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,70.91346153846153,4068289,0
339,2016,147000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,59.294871794871796,4064256,0
340,2011,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7,74.28427925665495,4044121,0
341,2011,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,50.53380782918149,4044121,0
342,2016,35000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5,55.95993322203673,4064256,0
343,2010,110000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5,73.67716008037509,4040100,0
344,2014,21000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,68.24471959213402,4056196,0
345,2013,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,90.0,5,60.08010680907877,4052169,0
346,2010,40000,Diesel,Individual,Manual,First Owner,16.6,1405,70.0,5,49.8220640569395,4040100,0
347,2008,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,62.661141804788215,4032064,0
348,2010,65000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,66.2324649298597,4040100,0
349,2011,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,67.23446893787575,4044121,0
350,2015,119000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,79.7724399494311,4060225,0
351,2016,80000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,70.91346153846153,4064256,0
352,2017,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4068289,0
353,2016,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5,76.30421118793213,4064256,0
354,2014,80000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,59.294871794871796,4056196,0
355,2020,44665,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,64.2737896494157,4080400,0
356,2019,10000,Diesel,Individual,Manual,First Owner,20.8,1493,113.4,5,75.95445411922304,4076361,0
357,2018,60000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,68.38763575605681,4072324,0
358,2016,22000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5,72.45409015025041,4064256,0
359,2014,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4056196,0
360,2016,70000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5,59.26860025220681,4064256,0
361,2008,123000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,66.10169491525424,4032064,0
362,2011,70000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,64.83103879849813,4044121,0
363,2013,45000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,49.16422287390029,4052169,0
364,2015,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,82.0,5,68.50459482038428,4060225,0
365,2019,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,59.31089743589743,4076361,0
366,2007,90000,Petrol,Individual,Automatic,First Owner,12.9,1799,130.0,5,72.26236798221234,4028049,0
367,2016,34000,Petrol,Individual,Manual,Second Owner,17.5,1373,91.1,7,66.3510560815732,4064256,0
368,2017,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,59.42211055276381,4068289,0
369,2013,50000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,61.53846153846154,4052169,0
370,2017,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,70.05838198498748,4068289,0
371,2012,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,61.53846153846154,4048144,0
372,2009,146000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.0,7,63.331803579623674,4036081,0
373,2012,85000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5,58.52842809364549,4048144,0
374,2016,30000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,59.294871794871796,4064256,0
375,2018,15000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,59.31089743589743,4072324,0
376,2011,90000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,67.23446893787575,4044121,0
377,2008,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,59.21474358974359,4032064,0
378,2011,50000,Diesel,Individual,Manual,First Owner,17.2,1396,53.5,5,38.32378223495702,4044121,0
379,2012,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,8,24.970273483947683,4048144,0
380,2010,110000,Diesel,Individual,Manual,Second Owner,18.9,1248,74.0,5,59.294871794871796,4040100,0
381,2016,38000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,68.36257309941521,4064256,0
382,2016,100000,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0,7,61.03678929765886,4064256,0
383,2012,30000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5,71.67919799498746,4048144,0
384,2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,71.67919799498746,4056196,0
385,2015,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,64.0533778148457,4060225,0
386,2016,30000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,68.72393661384487,4064256,0
387,2009,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,58.16582914572864,4036081,0
388,2015,22000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,78.3567134268537,4060225,0
389,2012,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,64.83103879849813,4048144,0
390,2018,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,68.36257309941521,4072324,0
391,2014,15000,Diesel,Individual,Manual,First Owner,15.42,1405,70.0,7,49.8220640569395,4056196,0
392,2014,30000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,69.21470342522974,4056196,0
393,2010,50000,Petrol,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4040100,0
394,2007,110000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5,61.894108873974645,4028049,0
395,2015,80000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,68.72393661384487,4060225,0
396,2008,50000,Diesel,Individual,Manual,Third Owner,18.9,1248,74.0,5,59.294871794871796,4032064,0
397,2015,110000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,74.35037720033529,4060225,0
398,2013,70000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5,47.89135096497498,4052169,0
399,2002,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4008004,0
400,2013,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,40.336808340016034,4052169,0
401,2010,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,24.970273483947683,4040100,0
402,2015,60000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4060225,0
403,2009,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,59.21474358974359,4036081,0
404,2017,32000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,70.91346153846153,4068289,0
405,2018,5000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,70.91346153846153,4072324,0
406,2018,32000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,68.38763575605681,4072324,0
407,2016,30000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,73.97831526271894,4064256,0
408,2017,43000,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,78.3567134268537,4068289,0
409,2012,60000,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,5,75.76486305945224,4048144,0
410,2015,50000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5,63.439065108514185,4060225,0
411,2018,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,72.5752508361204,4072324,0
412,2017,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4068289,0
413,2018,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,67.13391739674593,4072324,0
414,2018,19100,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,5,79.2964824120603,4072324,0
415,2014,54000,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96,5,66.06141522029372,4056196,0
416,2018,35000,Diesel,Individual,Manual,First Owner,22.71,1461,84.8,5,58.04243668720054,4072324,0
417,2018,20000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5,68.38763575605681,4072324,0
418,2016,52000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,70.91346153846153,4064256,0
419,2011,120000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,64.4699140401146,4044121,0
420,2013,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,71.15384615384615,4052169,0
421,2010,90000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,5,72.11538461538461,4040100,0
422,2013,75000,Diesel,Individual,Automatic,First Owner,22.32,1582,126.3,5,79.83565107458912,4052169,0
423,2011,97500,Petrol,Individual,Manual,First Owner,18.9,1248,0.0,5,0.0,4044121,0
424,2016,100000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,60.090135202804206,4064256,0
425,2012,55735,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,74.2299794661191,4048144,0
426,2014,80000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,64.24965580541533,4056196,0
427,2016,50000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5,59.42211055276381,4064256,0
428,2013,70000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.1,5,48.67762687634024,4052169,0
429,2012,76000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5,65.91478696741855,4048144,0
430,2020,1500,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,68.3375104427736,4080400,0
431,2012,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,24.61355529131986,4048144,0
432,2015,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,67.81326781326781,4060225,0
433,2009,170000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,40.8981555733761,4036081,0
434,2016,53319,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5,60.14957264957265,4064256,0
435,2017,40906,Diesel,Dealer,Manual,First Owner,21.66,1498,108.62,5,72.51001335113486,4068289,0
436,2012,31711,Petrol,Dealer,Manual,Second Owner,17.6,1496,88.7,5,59.291443850267385,4048144,0
437,2012,43755,Petrol,Dealer,Manual,Second Owner,21.1,814,55.2,5,67.81326781326781,4048144,0
438,2010,59549,Petrol,Dealer,Manual,First Owner,19.0,998,67.1,5,67.23446893787575,4040100,0
439,2015,94385,Diesel,Dealer,Manual,First Owner,12.99,2494,100.6,8,40.336808340016034,4060225,0
440,2010,73730,Petrol,Dealer,Manual,First Owner,18.2,998,67.1,5,67.23446893787575,4040100,0
441,2018,30000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,68.38763575605681,4072324,0
442,2011,142000,Diesel,Individual,Manual,Third Owner,13.7,2179,138.1,7,63.377696190913255,4044121,0
443,2011,20000,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,10,34.907597535934286,4044121,0
444,2009,120000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,5,72.11538461538461,4036081,0
445,2011,80000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,62.661141804788215,4044121,0
446,2016,60000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5,49.11743772241993,4064256,0
447,2016,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,67.06706706706707,4064256,0
448,2011,50000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,24.970273483947683,4044121,0
449,2017,126000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,66.97923643670462,4068289,0
450,2015,170000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,59.294871794871796,4060225,0
451,2013,24000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4052169,0
452,2017,100000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,70.91346153846153,4068289,0
453,2019,10000,Petrol,Individual,Manual,First Owner,24.0,1199,83.81,5,69.8999165971643,4076361,0
454,2012,70000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,48.60614724803431,4048144,0
